emp_no,first_name,last_name,to_date,hire_date,from_date,title,present_date,days_of_service
14715,Chuanyi,Knightly,9999-01-01,1998-05-22,1998-05-22,Staff,2021-06-09,8419
14727,Maik,Rathonyi,9999-01-01,1996-04-07,1996-04-07,Staff,2021-06-09,9194
14736,Martial,Bala,9999-01-01,1996-02-29,1996-12-15,Staff,2021-06-09,9232
14737,Houman,Impagliazzo,9999-01-01,1998-01-11,1999-10-15,Staff,2021-06-09,8550
14749,Rutger,Swiss,9999-01-01,1997-06-11,2001-08-11,Assistant Engineer,2021-06-09,8764
14755,Alejandra,Stanger,9999-01-01,1997-07-07,1997-07-07,Staff,2021-06-09,8738
14758,Adin,Bolsens,9999-01-01,1998-04-06,1998-04-06,Staff,2021-06-09,8465
14777,Danco,Slobodova,9999-01-01,1996-09-30,1998-11-07,Engineer,2021-06-09,9018
14809,Leaf,Wrigley,9999-01-01,1996-10-24,1996-10-24,Engineer,2021-06-09,8994
14811,Sigeru,Hutton,9999-01-01,1996-01-10,1996-01-10,Senior Engineer,2021-06-09,9282
14832,Torsten,Siprelle,9999-01-01,1998-06-23,1998-06-23,Staff,2021-06-09,8387
14848,Greger,Tagansky,9999-01-01,1997-05-27,1997-05-27,Engineer,2021-06-09,8779
14916,Fumino,Narlikar,9999-01-01,1999-04-01,2000-07-15,Staff,2021-06-09,8105
14925,Stabislas,Peternell,9999-01-01,1996-06-15,1996-06-15,Engineer,2021-06-09,9125
14967,Chenxi,Erbe,9999-01-01,1996-03-22,1998-07-05,Engineer,2021-06-09,9210
14999,Jianwen,Bergere,9999-01-01,1996-06-05,1998-02-09,Staff,2021-06-09,9135
15004,Muneo,Esteva,9999-01-01,1997-07-24,1997-07-24,Engineer,2021-06-09,8721
15007,Visit,Sridhar,9999-01-01,1998-03-15,1998-08-22,Staff,2021-06-09,8487
15051,Wanqing,Strooper,9999-01-01,1996-01-20,1996-01-20,Engineer,2021-06-09,9272
15095,Ziya,Hofmeyr,9999-01-01,1997-12-22,2001-05-30,Staff,2021-06-09,8570
15103,Eran,Rosiles,9999-01-01,1997-02-07,1999-03-19,Engineer,2021-06-09,8888
15110,Martina,Dolinsky,9999-01-01,1996-06-10,1998-11-11,Staff,2021-06-09,9130
15124,Adhemar,Percebois,9999-01-01,1999-02-20,1999-09-26,Senior Staff,2021-06-09,8145
15153,Kazunori,Nilsson,9999-01-01,1996-02-10,1996-02-10,Technique Leader,2021-06-09,9251
15169,Sanjoy,Matteis,9999-01-01,1999-05-25,1999-09-10,Technique Leader,2021-06-09,8051
15171,Brigham,Acton,9999-01-01,1996-03-05,1996-03-05,Staff,2021-06-09,9227
15183,Vasiliy,Whitcomb,9999-01-01,1996-01-31,1996-01-31,Staff,2021-06-09,9261
15184,Sachem,Sundgren,9999-01-01,1996-12-25,1998-10-18,Staff,2021-06-09,8932
15308,Jackson,Schaft,9999-01-01,1998-09-12,1998-09-12,Engineer,2021-06-09,8306
15309,Zijian,Kambil,9999-01-01,1996-04-12,1999-10-04,Staff,2021-06-09,9189
15347,Przemyslawa,Paciorek,9999-01-01,1997-03-25,1997-03-25,Senior Staff,2021-06-09,8842
15368,Seongbin,Lortz,9999-01-01,1999-04-01,1999-05-18,Assistant Engineer,2021-06-09,8105
15373,Pascal,Stanger,9999-01-01,1996-03-24,1996-10-24,Staff,2021-06-09,9208
15374,Jiang,Hiroyama,9999-01-01,1996-01-06,1996-01-06,Senior Staff,2021-06-09,9286
15390,Jiakeng,Soicher,9999-01-01,1997-01-12,1999-01-16,Engineer,2021-06-09,8914
15426,Juichirou,Biran,9999-01-01,1999-09-30,1999-09-30,Technique Leader,2021-06-09,7923
15436,Kwangsub,Negoita,9999-01-01,1998-01-24,1999-01-27,Senior Staff,2021-06-09,8537
15451,Shounak,Seghrouchni,9999-01-01,1996-05-03,1996-05-03,Senior Engineer,2021-06-09,9168
15500,Dinkar,Ushiama,9999-01-01,1997-10-29,1997-10-29,Engineer,2021-06-09,8624
15517,Karsten,Bottner,9999-01-01,1997-03-21,1997-03-21,Assistant Engineer,2021-06-09,8846
15535,Rimon,Miyakawa,9999-01-01,1997-05-26,1997-05-26,Engineer,2021-06-09,8780
15557,Subhrajyoti,Krichel,9999-01-01,1996-08-03,1998-01-23,Engineer,2021-06-09,9076
15567,Weicheng,Narlikar,9999-01-01,1996-12-01,1998-09-02,Senior Engineer,2021-06-09,8956
15572,Sven,Nannarelli,9999-01-01,1998-03-08,1998-03-08,Staff,2021-06-09,8494
15593,Jaihie,Gips,9999-01-01,1996-09-01,1996-09-01,Staff,2021-06-09,9047
15621,Zeydy,Sewelson,9999-01-01,1996-02-05,1996-02-05,Engineer,2021-06-09,9256
15646,Xuedong,Azuma,9999-01-01,1996-04-13,1996-04-13,Staff,2021-06-09,9188
15650,Pascal,Bail,9999-01-01,1997-11-16,1997-11-16,Senior Engineer,2021-06-09,8606
15667,Isamu,Flasterstein,9999-01-01,1996-04-11,1996-04-11,Staff,2021-06-09,9190
15704,Hisao,Lamba,9999-01-01,1996-07-29,1996-07-29,Engineer,2021-06-09,9081
15734,Manibrata,Rajala,9999-01-01,1996-12-24,2002-01-30,Engineer,2021-06-09,8933
15737,Hatsukazu,Morrow,9999-01-01,1997-02-09,1999-06-07,Engineer,2021-06-09,8886
15743,Dante,Chiodo,9999-01-01,1997-12-27,1998-06-22,Engineer,2021-06-09,8565
15756,Qiwen,Holburn,9999-01-01,1997-08-05,1998-03-31,Staff,2021-06-09,8709
15768,Jacqueline,Peroz,9999-01-01,1996-04-26,1999-04-06,Engineer,2021-06-09,9175
15786,Kyoichi,Spelt,9999-01-01,1996-03-22,1998-09-16,Technique Leader,2021-06-09,9210
15844,Christophe,Salvesen,9999-01-01,1997-08-13,1997-08-13,Assistant Engineer,2021-06-09,8701
15849,Miyeon,Morrey,9999-01-01,1996-01-22,1996-01-22,Engineer,2021-06-09,9270
15884,Demin,Mahnke,9999-01-01,1996-10-17,1996-10-17,Senior Staff,2021-06-09,9001
15910,Maren,Kornatzky,9999-01-01,1996-11-29,1996-11-29,Staff,2021-06-09,8958
15922,Khue,Czap,9999-01-01,1996-10-14,1996-10-14,Staff,2021-06-09,9004
15941,Dekang,Nourani,9999-01-01,1996-04-27,1996-04-27,Senior Engineer,2021-06-09,9174
15949,Urs,Itzfeldt,9999-01-01,1996-06-21,1997-07-31,Engineer,2021-06-09,9119
15963,LiMin,Lunt,9999-01-01,1998-01-29,1999-11-22,Senior Staff,2021-06-09,8532
15967,Ohad,Klyachko,9999-01-01,1997-05-04,1997-05-04,Staff,2021-06-09,8802
15972,Tadanori,Staudhammer,9999-01-01,1999-04-10,1999-04-10,Assistant Engineer,2021-06-09,8096
15986,Valdiodio,Neimat,9999-01-01,1998-07-10,1998-07-10,Staff,2021-06-09,8370
15997,IEEE,Kruskal,9999-01-01,1996-03-09,1997-10-04,Engineer,2021-06-09,9223
16053,Jeong,Gniady,9999-01-01,1996-03-30,1996-03-30,Technique Leader,2021-06-09,9202
16056,Guiseppe,Luke,9999-01-01,1997-08-06,1998-01-10,Engineer,2021-06-09,8708
16114,Randy,Albarhamtoshy,9999-01-01,1998-04-25,1998-04-25,Senior Engineer,2021-06-09,8446
16127,Arvind,Marshall,9999-01-01,1997-07-22,1999-05-19,Engineer,2021-06-09,8723
16142,Berry,Porenta,9999-01-01,1996-11-19,2000-02-18,Senior Staff,2021-06-09,8968
16147,Laurentiu,Brandsma,9999-01-01,1997-09-17,1998-06-10,Senior Staff,2021-06-09,8666
16156,Fei,Kaminger,9999-01-01,1998-10-09,1999-08-25,Staff,2021-06-09,8279
16166,Eberhardt,Chandrasekhar,9999-01-01,1999-03-04,1999-10-21,Staff,2021-06-09,8133
16175,Amabile,Baik,9999-01-01,1997-11-25,2000-01-26,Staff,2021-06-09,8597
16179,Kiyotoshi,Miyakawa,9999-01-01,1996-07-23,1996-07-23,Senior Engineer,2021-06-09,9087
16197,Sadun,Eldridge,9999-01-01,1997-11-24,1997-11-24,Engineer,2021-06-09,8598
16199,Xudong,Ritcey,9999-01-01,1996-02-20,1996-02-20,Senior Staff,2021-06-09,9241
16232,Susumu,Cullers,9999-01-01,1996-04-01,1996-04-01,Assistant Engineer,2021-06-09,9200
16244,Parviz,Strandh,9999-01-01,1999-02-22,2000-01-04,Engineer,2021-06-09,8143
16259,Lidong,Wolniewicz,9999-01-01,1998-10-08,1999-03-30,Staff,2021-06-09,8280
16262,Tsuneo,Hatcliff,9999-01-01,1997-03-18,1997-03-18,Senior Staff,2021-06-09,8849
16308,Yannis,Waterhouse,9999-01-01,1999-05-08,1999-10-16,Staff,2021-06-09,8068
16347,Vasilii,Yurov,9999-01-01,1996-04-26,1996-04-26,Engineer,2021-06-09,9175
16367,Shuji,Siksek,9999-01-01,1997-08-18,1999-04-23,Staff,2021-06-09,8696
16384,Dmitry,Heuser,9999-01-01,1996-12-27,1996-12-27,Senior Engineer,2021-06-09,8930
16393,Sandeepan,Rosca,9999-01-01,1997-07-18,1997-07-18,Staff,2021-06-09,8727
16405,Demos,Worfolk,9999-01-01,1997-06-22,1998-11-19,Engineer,2021-06-09,8753
16426,Mabry,Dulli,9999-01-01,1996-11-27,1996-11-27,Senior Engineer,2021-06-09,8960
16429,Mitsuyuki,Gulak,9999-01-01,1996-05-02,1996-05-02,Engineer,2021-06-09,9169
16449,Tzu,Chiola,9999-01-01,1997-07-11,1997-07-11,Engineer,2021-06-09,8734
16482,Dinkar,Pettit,9999-01-01,1996-05-25,1996-11-04,Senior Staff,2021-06-09,9146
16515,Moss,Trelles,9999-01-01,1996-01-12,1996-01-12,Senior Staff,2021-06-09,9280
16535,Bluma,Bhattacharjee,9999-01-01,1997-06-14,1999-01-11,Engineer,2021-06-09,8761
16548,Ortrun,Baak,9999-01-01,1996-07-23,1996-07-23,Senior Engineer,2021-06-09,9087
16564,Xiaopeng,Rusterholz,9999-01-01,1998-06-19,1999-01-21,Staff,2021-06-09,8391
16577,Lidong,McFarlan,9999-01-01,1997-12-20,1999-07-23,Senior Engineer,2021-06-09,8572
16602,Zorica,Hinsberger,9999-01-01,1996-09-21,1998-04-07,Staff,2021-06-09,9027
16613,Dines,Oxenboll,9999-01-01,1997-10-18,1997-10-18,Staff,2021-06-09,8635
16623,Stepehn,Boudaillier,9999-01-01,1998-05-05,2001-10-21,Staff,2021-06-09,8436
16628,Sumali,Nollmann,9999-01-01,1996-08-11,1997-09-23,Engineer,2021-06-09,9068
16629,Masaki,Papastamatiou,9999-01-01,1997-04-02,2000-01-18,Technique Leader,2021-06-09,8834
16665,Zhilian,Zumaque,9999-01-01,1999-03-04,1999-03-04,Staff,2021-06-09,8133
16675,Gritta,Samarati,9999-01-01,1996-03-27,1998-08-30,Senior Engineer,2021-06-09,9205
16692,Maria,Perelgut,9999-01-01,1998-05-19,1998-05-19,Engineer,2021-06-09,8422
16695,Chaosheng,Thiran,9999-01-01,1997-12-02,1998-09-22,Staff,2021-06-09,8590
16747,Taisook,Cyre,9999-01-01,1997-05-19,1998-02-23,Engineer,2021-06-09,8787
16760,Giap,Godskesen,9999-01-01,1997-07-14,1999-12-18,Senior Staff,2021-06-09,8731
16762,Ronnie,Bresenham,9999-01-01,1996-07-28,1998-10-29,Staff,2021-06-09,9082
16772,Baruch,Giveon,9999-01-01,1999-10-27,1999-10-27,Senior Staff,2021-06-09,7896
16788,Hugh,Huttel,9999-01-01,1996-10-20,1999-09-25,Staff,2021-06-09,8998
16816,Mabo,Basawa,9999-01-01,1998-06-20,1998-06-20,Assistant Engineer,2021-06-09,8390
16848,Sajjan,Schahn,9999-01-01,1997-06-25,1997-06-25,Staff,2021-06-09,8750
16855,Sashi,Berztiss,9999-01-01,1998-08-24,1998-08-24,Staff,2021-06-09,8325
16872,Hyuncheol,Kilgore,9999-01-01,1996-06-19,1996-06-19,Engineer,2021-06-09,9121
16879,Pranjal,Schnabel,9999-01-01,1997-02-16,1997-02-16,Staff,2021-06-09,8879
16899,JiYoung,Camarinopoulos,9999-01-01,1996-10-26,2001-03-16,Staff,2021-06-09,8992
16904,Jiann,Pietrzykowski,9999-01-01,1997-10-28,1998-02-14,Engineer,2021-06-09,8625
16928,Dayanand,Conte,9999-01-01,1996-12-25,1998-09-26,Staff,2021-06-09,8932
16938,Shmuel,Shigei,9999-01-01,1998-08-21,2001-09-09,Engineer,2021-06-09,8328
16940,Oddvar,Speer,9999-01-01,1996-09-25,1996-09-25,Senior Engineer,2021-06-09,9023
16948,Huai,Kamble,9999-01-01,1997-04-23,1999-04-07,Engineer,2021-06-09,8813
16960,Paddy,Ratnaker,9999-01-01,1998-09-16,1998-11-02,Senior Staff,2021-06-09,8302
16981,Gino,Fontan,9999-01-01,1998-10-20,1998-11-14,Engineer,2021-06-09,8268
17011,Nagui,Granlund,9999-01-01,1996-08-15,1996-08-15,Staff,2021-06-09,9064
17032,Jiakeng,Wallrath,9999-01-01,1997-04-09,1997-12-16,Engineer,2021-06-09,8827
17034,Heng,Rehfuss,9999-01-01,1998-01-11,1998-12-08,Engineer,2021-06-09,8550
17036,Stamatina,Morton,9999-01-01,1996-04-29,1997-04-13,Engineer,2021-06-09,9172
17053,Rosli,Vakili,9999-01-01,1997-10-03,1999-09-23,Engineer,2021-06-09,8650
17073,Gurbir,Dichev,9999-01-01,1996-05-08,1996-05-08,Technique Leader,2021-06-09,9163
17074,Pramod,Pleszkun,9999-01-01,1996-08-12,1996-08-12,Staff,2021-06-09,9067
17077,Hironoby,Quittner,9999-01-01,1998-05-25,1998-05-25,Staff,2021-06-09,8416
17110,Jacopo,Oberman,9999-01-01,1997-03-21,1997-03-21,Engineer,2021-06-09,8846
17116,Denis,Mullainathan,9999-01-01,1998-12-23,1998-12-23,Senior Engineer,2021-06-09,8204
17141,Ingmar,Kadhim,9999-01-01,1996-03-03,1996-03-03,Senior Engineer,2021-06-09,9229
17168,Danae,Baba,9999-01-01,1997-05-17,1998-07-29,Engineer,2021-06-09,8789
17187,Ortrud,Middleton,9999-01-01,1997-08-17,1997-08-17,Senior Engineer,2021-06-09,8697
17211,Conrado,Conde,9999-01-01,1996-01-29,2001-04-11,Engineer,2021-06-09,9263
17231,Wilmer,Yurek,9999-01-01,1998-07-25,2001-09-26,Senior Engineer,2021-06-09,8355
17255,Guozhong,Krybus,9999-01-01,1996-03-30,1997-04-16,Staff,2021-06-09,9202
17301,Kagan,Encarnacion,9999-01-01,1996-10-13,1996-10-13,Senior Engineer,2021-06-09,9005
17310,Florian,Stemann,9999-01-01,1996-09-26,1996-09-26,Senior Engineer,2021-06-09,9022
17320,Renee,Beausoleil,9999-01-01,1996-06-03,2001-11-18,Engineer,2021-06-09,9137
17360,Gunilla,Bridgland,9999-01-01,1996-12-05,1996-12-05,Engineer,2021-06-09,8952
17381,Maia,Shimshoni,9999-01-01,1996-05-16,1998-03-27,Engineer,2021-06-09,9155
17385,Moto,Merkl,9999-01-01,1997-03-05,1997-03-05,Assistant Engineer,2021-06-09,8862
17413,Dhritiman,Brookman,9999-01-01,1996-08-03,1996-08-03,Senior Engineer,2021-06-09,9076
17417,Aleksander,Krohn,9999-01-01,1996-01-16,1999-01-22,Engineer,2021-06-09,9276
17419,Lucien,Piancastelli,9999-01-01,1996-01-17,2002-05-11,Engineer,2021-06-09,9275
17438,Lunjin,Madeira,9999-01-01,1996-03-12,1996-03-12,Engineer,2021-06-09,9220
17450,Jinpo,Fairtlough,9999-01-01,1996-04-03,1997-11-02,Staff,2021-06-09,9198
17451,Lobel,Kroon,9999-01-01,1997-07-11,1998-05-08,Staff,2021-06-09,8734
17485,Kazuhiro,Wynblatt,9999-01-01,1997-07-12,1997-07-12,Staff,2021-06-09,8733
17501,Srinidhi,Winter,9999-01-01,1998-04-18,1998-04-18,Engineer,2021-06-09,8453
17513,Spyrose,Barreiro,9999-01-01,1997-05-08,1997-11-01,Staff,2021-06-09,8798
17523,Piyawadee,Engberts,9999-01-01,1996-02-01,1996-06-18,Staff,2021-06-09,9260
17534,Indrajit,Crelier,9999-01-01,1996-12-20,1996-12-20,Senior Staff,2021-06-09,8937
17536,Padma,Pollacia,9999-01-01,1997-03-17,1997-03-17,Senior Staff,2021-06-09,8850
17551,Mark,Foote,9999-01-01,1998-10-04,2000-08-27,Engineer,2021-06-09,8284
17577,Barry,Bala,9999-01-01,1997-01-06,1997-01-06,Staff,2021-06-09,8920
17596,Vatsa,Garnick,9999-01-01,1996-12-04,1996-12-04,Engineer,2021-06-09,8953
17620,Heather,Simkin,9999-01-01,1996-02-24,1996-02-24,Engineer,2021-06-09,9237
17623,Karlis,Loncour,9999-01-01,1997-02-16,1998-10-11,Engineer,2021-06-09,8879
17630,Reinhard,Biros,9999-01-01,1998-04-22,1998-04-22,Engineer,2021-06-09,8449
17687,Lucian,Undy,9999-01-01,1997-04-01,1997-12-22,Staff,2021-06-09,8835
17693,Nikolaos,Gerteisen,9999-01-01,1997-11-08,1999-10-21,Senior Engineer,2021-06-09,8614
17713,Richara,Guardalben,9999-01-01,1997-09-10,1998-09-02,Engineer,2021-06-09,8673
17721,Chiranjit,Hertweck,9999-01-01,1998-10-20,2001-04-09,Senior Staff,2021-06-09,8268
17726,Shaibal,Fritzsche,9999-01-01,1996-01-03,1996-01-03,Senior Engineer,2021-06-09,9289
17740,Valeska,Klyachko,9999-01-01,1998-02-18,1999-08-20,Technique Leader,2021-06-09,8512
17768,Anwar,Hoppenstand,9999-01-01,1997-10-04,1997-10-04,Engineer,2021-06-09,8649
17789,Snehasis,Gilg,9999-01-01,1999-11-14,1999-12-31,Senior Engineer,2021-06-09,7878
17809,Genevieve,Suermann,9999-01-01,1996-09-04,1996-09-04,Senior Engineer,2021-06-09,9044
17824,Navin,Baaz,9999-01-01,1997-11-21,1997-11-21,Senior Engineer,2021-06-09,8601
17830,Tze,Kruskal,9999-01-01,1996-02-05,1999-02-22,Senior Staff,2021-06-09,9256
17839,Chuanyi,Yoshimura,9999-01-01,1999-03-11,1999-07-23,Engineer,2021-06-09,8126
17842,Suebskul,Peac,9999-01-01,1996-08-15,1996-08-15,Engineer,2021-06-09,9064
17850,Mabhin,Anily,9999-01-01,1997-05-26,1997-05-26,Engineer,2021-06-09,8780
17856,Saeko,Anido,9999-01-01,1996-11-02,1996-11-02,Engineer,2021-06-09,8985
17883,Huan,Thebaut,9999-01-01,1998-01-29,1998-01-29,Senior Engineer,2021-06-09,8532
17884,Jixiang,Pashtan,9999-01-01,1996-06-17,1996-06-17,Engineer,2021-06-09,9123
17885,Takanari,Aamodt,9999-01-01,1996-08-19,1998-04-20,Engineer,2021-06-09,9060
17898,Lijia,Cooley,9999-01-01,1996-05-29,1998-09-29,Senior Engineer,2021-06-09,9142
17938,Sachio,Zucker,9999-01-01,1996-01-11,1996-01-11,Staff,2021-06-09,9281
17941,Yakichi,Krohm,9999-01-01,1996-01-11,1998-09-25,Engineer,2021-06-09,9281
17955,Adil,Nyrup,9999-01-01,1996-05-11,1996-05-11,Engineer,2021-06-09,9160
17963,Danil,Gecsel,9999-01-01,1998-05-16,1998-05-16,Senior Staff,2021-06-09,8425
17965,Abdelwaheb,Thummel,9999-01-01,1997-02-17,1999-01-17,Senior Staff,2021-06-09,8878
17981,Cordelia,Rande,9999-01-01,1997-04-30,2000-05-09,Staff,2021-06-09,8806
18000,Tzvetan,Rajcani,9999-01-01,1999-05-03,1999-12-10,Staff,2021-06-09,8073
18012,Reuven,Iacovou,9999-01-01,1998-02-23,1998-02-23,Staff,2021-06-09,8507
18019,Mads,Setiz,9999-01-01,1997-11-05,1998-03-17,Staff,2021-06-09,8617
18034,Patricio,Hettesheimer,9999-01-01,1997-05-21,1999-11-24,Staff,2021-06-09,8785
18087,Sasan,Viele,9999-01-01,1998-07-07,1999-12-27,Engineer,2021-06-09,8373
18088,Filipp,Bednarek,9999-01-01,1996-03-23,1996-03-23,Senior Engineer,2021-06-09,9209
18101,Mariangiola,Ozeri,9999-01-01,1996-01-14,1996-01-14,Staff,2021-06-09,9278
18102,Teunis,McAffer,9999-01-01,1997-11-22,1997-11-22,Senior Engineer,2021-06-09,8600
18107,Augustine,Mondadori,9999-01-01,1998-04-19,1998-06-13,Senior Engineer,2021-06-09,8452
18153,Stafford,Demke,9999-01-01,1996-07-13,1996-07-13,Senior Engineer,2021-06-09,9097
18157,Fen,Frolund,9999-01-01,1997-07-21,2002-07-25,Engineer,2021-06-09,8724
18169,Nathalie,Radwan,9999-01-01,1998-03-04,1999-05-16,Senior Staff,2021-06-09,8498
18204,Zissis,Georgatos,9999-01-01,1996-11-08,1996-11-08,Assistant Engineer,2021-06-09,8979
18215,Hironoby,Gips,9999-01-01,1996-08-12,1996-08-12,Engineer,2021-06-09,9067
18246,Fumino,Asser,9999-01-01,1996-01-20,1996-12-18,Staff,2021-06-09,9272
18270,Guther,Siepmann,9999-01-01,1998-07-18,1999-08-21,Staff,2021-06-09,8362
18276,Huei,Emmart,9999-01-01,1996-10-12,1997-04-17,Senior Engineer,2021-06-09,9006
18279,Tianruo,Pena,9999-01-01,1999-01-26,1999-01-26,Staff,2021-06-09,8170
18289,Nikolaus,Shigei,9999-01-01,1996-03-23,1999-11-30,Engineer,2021-06-09,9209
18293,Atilio,Panwar,9999-01-01,1998-02-21,2001-03-22,Engineer,2021-06-09,8509
18341,Masaru,Luke,9999-01-01,1996-11-08,1998-07-14,Senior Engineer,2021-06-09,8979
18348,Claudi,Sudbeck,9999-01-01,1996-02-14,1996-02-14,Senior Engineer,2021-06-09,9247
18355,Zeydy,Garrabrants,9999-01-01,1998-01-21,1999-07-26,Staff,2021-06-09,8540
18399,Boguslaw,Lodder,9999-01-01,1996-03-25,1996-05-01,Engineer,2021-06-09,9207
18429,Girolamo,Armand,9999-01-01,1996-03-23,1997-04-13,Senior Engineer,2021-06-09,9209
18463,Inderjeet,Chenney,9999-01-01,1997-01-10,1999-04-07,Senior Staff,2021-06-09,8916
18472,Alejandro,Lorie,9999-01-01,1996-07-28,1996-07-28,Engineer,2021-06-09,9082
18479,Mechthild,Gulla,9999-01-01,1997-02-23,1998-09-10,Staff,2021-06-09,8872
18510,Laurentiu,Birke,9999-01-01,1998-04-20,1998-04-20,Staff,2021-06-09,8451
18518,Keung,Gischer,9999-01-01,1998-10-31,1999-08-30,Engineer,2021-06-09,8257
18549,Sushant,Thibadeau,9999-01-01,1996-02-16,1996-12-19,Senior Engineer,2021-06-09,9245
18552,Hailing,Mapelli,9999-01-01,1997-09-01,2001-08-21,Engineer,2021-06-09,8682
18563,Jinya,Peot,9999-01-01,1996-01-21,1996-01-21,Assistant Engineer,2021-06-09,9271
18586,Herbert,Perly,9999-01-01,1999-02-08,1999-02-08,Staff,2021-06-09,8157
18621,Spyrose,Koblick,9999-01-01,1996-05-06,1998-05-23,Senior Engineer,2021-06-09,9165
18634,Malu,Lampe,9999-01-01,1996-01-26,2000-01-25,Senior Staff,2021-06-09,9266
18640,Mrinalini,Roohalamini,9999-01-01,1996-01-30,1996-01-30,Engineer,2021-06-09,9262
18660,Takahito,Blokdijk,9999-01-01,1996-06-06,1996-06-06,Engineer,2021-06-09,9134
18669,Hauke,Andreotta,9999-01-01,1996-11-18,1996-11-18,Engineer,2021-06-09,8969
18678,Lobel,Maraist,9999-01-01,1997-10-17,1997-10-17,Senior Staff,2021-06-09,8636
18695,Kankanahalli,Mersereau,9999-01-01,1997-05-28,1999-04-01,Staff,2021-06-09,8778
18705,Manibrata,Msuda,9999-01-01,1996-03-27,1997-11-18,Senior Engineer,2021-06-09,9205
18707,Uta,Luca,9999-01-01,1999-06-05,1999-06-05,Staff,2021-06-09,8040
18720,Itzchak,Cooke,9999-01-01,1998-04-10,1999-06-10,Staff,2021-06-09,8461
18726,Hisao,Jahnichen,9999-01-01,1997-08-15,1997-08-15,Engineer,2021-06-09,8699
18754,Sumant,Schade,9999-01-01,1998-07-12,1998-08-12,Technique Leader,2021-06-09,8368
18812,Uriel,Lueh,9999-01-01,1997-11-10,1997-11-10,Senior Staff,2021-06-09,8612
18841,Kwok,Baezner,9999-01-01,1998-06-07,1998-06-07,Staff,2021-06-09,8403
18844,Anneli,Seuren,9999-01-01,1999-01-26,1999-01-26,Engineer,2021-06-09,8170
18853,Gonzalo,Ratnaker,9999-01-01,1996-02-29,1997-05-01,Staff,2021-06-09,9232
18870,Yoshimitsu,Lanphier,9999-01-01,1997-11-01,1997-11-01,Staff,2021-06-09,8621
18875,Harjit,Hebert,9999-01-01,1996-01-27,1996-01-27,Senior Engineer,2021-06-09,9265
18885,Valter,Noriega,9999-01-01,1997-07-19,1997-07-19,Staff,2021-06-09,8726
18898,Zhilian,Gide,9999-01-01,1997-05-13,1998-05-10,Staff,2021-06-09,8793
18926,Marlo,Qiwen,9999-01-01,1997-01-28,1997-01-28,Staff,2021-06-09,8898
18944,Sastry,Sgarro,9999-01-01,1996-09-21,2000-01-20,Senior Engineer,2021-06-09,9027
18949,Bodo,Thummel,9999-01-01,1996-05-20,1999-03-28,Engineer,2021-06-09,9151
18962,Temple,Hebert,9999-01-01,1997-05-24,1999-04-18,Engineer,2021-06-09,8782
18967,Kagan,Rosar,9999-01-01,1997-10-03,1997-10-03,Engineer,2021-06-09,8650
18971,Kiyokazu,Peris,9999-01-01,1996-11-08,1998-02-05,Staff,2021-06-09,8979
18998,Hongzue,Ghazalie,9999-01-01,1996-07-05,1997-02-13,Staff,2021-06-09,9105
19039,Owen,Frijda,9999-01-01,1998-03-22,1998-03-22,Engineer,2021-06-09,8480
19043,Kazuyasu,Gulla,9999-01-01,1996-05-16,1996-05-16,Engineer,2021-06-09,9155
19046,Xiaopeng,Staylopatis,9999-01-01,1996-02-01,1996-02-01,Technique Leader,2021-06-09,9260
19056,Leaf,Nishimukai,9999-01-01,1999-07-29,1999-12-12,Engineer,2021-06-09,7986
19063,Shaz,Suermann,9999-01-01,1999-08-16,1999-08-18,Senior Staff,2021-06-09,7968
19078,Genki,Kobuchi,9999-01-01,1996-01-28,1996-01-28,Senior Engineer,2021-06-09,9264
19090,Zijian,Peot,9999-01-01,1998-11-14,1999-12-17,Engineer,2021-06-09,8243
19100,Mantis,Erev,9999-01-01,1996-12-06,1997-01-20,Staff,2021-06-09,8951
19115,Claude,Seghrouchni,9999-01-01,1997-10-11,1997-10-11,Engineer,2021-06-09,8642
19116,Xuedong,Cherinka,9999-01-01,1998-01-08,1998-12-25,Engineer,2021-06-09,8553
19152,Xudong,McAffer,9999-01-01,1998-08-09,1998-08-09,Staff,2021-06-09,8340
19168,Lijia,Dulin,9999-01-01,1996-12-04,2001-01-13,Staff,2021-06-09,8953
19214,Patricia,Gulla,9999-01-01,1996-02-11,1997-09-15,Staff,2021-06-09,9250
19283,Breannda,Erol,9999-01-01,1999-02-24,1999-07-05,Engineer,2021-06-09,8141
19289,Guther,Waymire,9999-01-01,1998-11-12,1998-11-12,Senior Engineer,2021-06-09,8245
19291,Filipp,Alpin,9999-01-01,1996-08-20,1999-04-11,Engineer,2021-06-09,9059
19309,Stein,Schaaf,9999-01-01,1997-06-08,1998-05-24,Technique Leader,2021-06-09,8767
19349,Yongdong,Roison,9999-01-01,1996-03-08,1997-02-17,Staff,2021-06-09,9224
19371,Sariel,Gonthier,9999-01-01,1996-07-20,1998-11-22,Technique Leader,2021-06-09,9090
19408,Piyush,Comellas,9999-01-01,1996-09-07,1999-01-17,Engineer,2021-06-09,9041
19434,Seongbae,Khalil,9999-01-01,1996-04-01,1996-04-01,Staff,2021-06-09,9200
19455,Geoffry,Kusalik,9999-01-01,1996-08-28,1996-08-28,Engineer,2021-06-09,9051
19459,Sadun,Kawashimo,9999-01-01,1999-08-18,1999-08-18,Staff,2021-06-09,7966
19475,Limsoon,Muchinsky,9999-01-01,1996-11-07,1996-11-07,Senior Staff,2021-06-09,8980
