emp_no,first_name,last_name,birth_date,from_date,to_date,title
18777,Adam,Rahier,1964-09-09,1985-08-20,9999-01-01,Staff
18801,Erez,Tsukuda,1964-08-07,1999-04-29,9999-01-01,Staff
18810,Taiji,Jarecki,1965-01-09,1991-06-27,9999-01-01,Senior Engineer
18822,Xiaoshan,Samarati,1964-09-12,1995-12-12,9999-01-01,Senior Engineer
18824,Divier,Osgood,1964-08-25,1986-06-24,9999-01-01,Staff
18898,Zhilian,Gide,1964-07-17,1998-05-10,9999-01-01,Staff
18915,JoAnna,Krone,1964-09-04,1998-02-06,9999-01-01,Staff
18950,Percy,Sessa,1964-11-19,1992-08-04,9999-01-01,Staff
18952,Tonny,Cooman,1964-12-26,1991-04-06,9999-01-01,Senior Engineer
18956,Muzhong,Zizka,1964-08-02,1990-01-18,9999-01-01,Staff
18988,Berry,Reeken,1964-11-28,1996-07-02,9999-01-01,Staff
18992,Yongmin,Hedayat,1964-11-20,1993-02-11,9999-01-01,Engineer
19016,Adam,Hiraishi,1964-10-08,1998-02-13,9999-01-01,Senior Engineer
19077,Jouni,Kaelbling,1964-12-06,1994-05-06,9999-01-01,Senior Engineer
19128,Roddy,Schwartzburd,1964-06-17,1987-08-28,9999-01-01,Staff
19130,Weiwu,Penz,1964-10-21,1998-11-23,9999-01-01,Engineer
19156,Fumitaka,Mullainathan,1964-10-31,1991-06-08,9999-01-01,Senior Engineer
19161,Charlene,Rosenbaum,1964-10-24,1995-09-19,9999-01-01,Staff
19210,Huican,Mondadori,1964-09-02,1995-11-25,9999-01-01,Staff
19236,Elzbieta,Morris,1965-01-24,1988-07-12,9999-01-01,Senior Engineer
19238,Sarita,Birge,1964-06-06,1989-08-14,9999-01-01,Staff
19241,Vojin,Vernadat,1964-07-15,1989-05-15,9999-01-01,Senior Engineer
19262,Hausi,Genin,1964-06-15,1992-09-01,9999-01-01,Senior Engineer
19264,Srinidhi,Collavizza,1964-11-14,1993-04-29,9999-01-01,Senior Engineer
19266,Munehiko,Reutenauer,1964-09-09,1994-12-14,9999-01-01,Staff
19350,Satoru,Yoshizawa,1965-01-19,1994-03-27,9999-01-01,Staff
19355,Akeno,Zeleznik,1964-08-09,1986-08-01,9999-01-01,Senior Engineer
19362,Eirik,Lorho,1964-12-14,1993-11-30,9999-01-01,Staff
19385,Christ,DuBourdieux,1964-09-27,1997-03-20,9999-01-01,Staff
19457,Fusako,Ozeki,1964-08-10,1991-05-30,9999-01-01,Senior Staff
19462,Kerhong,Luff,1964-10-17,1993-09-09,9999-01-01,Technique Leader
19474,Rasikan,Tasistro,1964-08-01,1997-12-15,9999-01-01,Staff
19484,Hitomi,Cyne,1964-09-01,1997-10-05,9999-01-01,Staff
19494,Theirry,Farrar,1964-08-08,1987-01-10,9999-01-01,Senior Engineer
19527,Ulf,Chvatal,1964-09-10,1996-08-12,9999-01-01,Senior Engineer
19554,Sungwon,Viele,1964-06-24,1994-01-09,9999-01-01,Senior Engineer
19571,Venkatesan,Poehlman,1964-06-10,1995-08-13,9999-01-01,Engineer
19688,Kinh,Rando,1964-12-13,1997-11-28,9999-01-01,Engineer
19711,Leucio,Picco,1964-10-24,1991-07-02,9999-01-01,Staff
19714,Qiwen,Dulli,1964-11-30,1999-02-26,9999-01-01,Engineer
19716,Dines,Laurillard,1964-07-01,1998-09-10,9999-01-01,Staff
19797,Kristen,Merro,1964-12-15,1997-05-01,9999-01-01,Senior Staff
19803,Ziva,Kowalchuk,1965-01-30,1987-06-13,9999-01-01,Senior Engineer
19879,Pascal,Barvinok,1964-10-22,1991-07-11,9999-01-01,Staff
19897,Shooichi,Narlikar,1964-09-07,1994-07-11,9999-01-01,Engineer
19902,Sverrir,Mapelli,1964-08-13,1994-04-03,9999-01-01,Engineer
19992,Elrique,Pusterhofer,1964-08-17,1987-10-07,9999-01-01,Senior Engineer
20007,Deborah,Setia,1964-06-21,1991-06-11,9999-01-01,Senior Engineer
20046,Eldridge,Yoshimura,1964-08-05,1990-08-31,9999-01-01,Senior Engineer
20100,Utz,Heuter,1965-01-18,1986-06-15,9999-01-01,Staff
20128,Kazunori,Peak,1965-01-23,1999-08-13,9999-01-01,Senior Staff
20129,Rafael,Skafidas,1965-01-10,1991-03-28,9999-01-01,Senior Engineer
20142,Arumugam,Emmart,1964-10-06,1996-11-23,9999-01-01,Engineer
20244,Surveyors,Sevcikova,1964-09-18,1994-03-20,9999-01-01,Engineer
20248,Vidar,Demri,1965-01-12,1999-12-31,9999-01-01,Staff
20262,Suzette,Ecklund,1964-09-13,1992-03-03,9999-01-01,Senior Engineer
20263,Yunming,Ranon,1964-07-09,1991-05-31,9999-01-01,Senior Engineer
20309,Bouchung,Peng,1964-12-21,1995-01-25,9999-01-01,Senior Engineer
20313,Candida,Benveniste,1965-01-24,1999-01-20,9999-01-01,Engineer
20323,Yifei,Wursthorn,1964-08-16,1985-09-19,9999-01-01,Senior Engineer
20390,Bogdan,Meszaros,1964-06-07,1992-07-18,9999-01-01,Senior Engineer
20420,Along,Alpin,1964-12-25,1990-03-15,9999-01-01,Senior Engineer
20500,Christoph,Trystram,1965-01-30,1993-10-15,9999-01-01,Staff
20503,Mabhin,Thimonier,1964-07-22,1989-03-16,9999-01-01,Senior Engineer
20518,Ortrun,Oaver,1964-10-23,1997-03-17,9999-01-01,Senior Engineer
20526,Shuky,Yavatkar,1964-10-03,1999-03-14,9999-01-01,Senior Engineer
20543,Zhonghui,Cronau,1964-08-04,1993-04-27,9999-01-01,Senior Staff
20634,Sastry,Kalefeld,1964-07-17,1994-04-21,9999-01-01,Engineer
20654,Candido,Adachi,1964-09-29,1997-07-30,9999-01-01,Staff
20660,Seongbin,Kavanagh,1964-10-18,1997-02-01,9999-01-01,Assistant Engineer
20702,Sanjit,Lovengreen,1964-10-27,1986-01-11,9999-01-01,Senior Engineer
20722,Leandro,Anandan,1964-11-04,1997-07-19,9999-01-01,Staff
20754,Tadanori,Ossenbruggen,1964-06-06,1996-03-04,9999-01-01,Senior Engineer
20760,Tsz,Curless,1964-09-30,1999-04-29,9999-01-01,Staff
20773,Takahiro,Miyakawa,1964-06-02,1989-12-13,9999-01-01,Staff
20785,Atilio,Mungall,1964-06-29,1996-03-08,9999-01-01,Engineer
20803,Martine,Baba,1964-12-25,1990-01-06,9999-01-01,Technique Leader
20810,Lillian,Androutsos,1964-06-01,1994-10-17,9999-01-01,Senior Staff
20830,Barton,Kleiser,1964-12-08,1998-11-30,9999-01-01,Engineer
20832,Qiwen,Makrucki,1964-12-21,1998-07-30,9999-01-01,Staff
20842,Ioana,Schlenzig,1964-07-10,1998-05-28,9999-01-01,Assistant Engineer
20859,Youngkon,Koshino,1964-09-06,1998-05-01,9999-01-01,Senior Engineer
20885,Otmar,Rothenberg,1965-01-21,1989-03-14,9999-01-01,Senior Engineer
20939,Jamaludin,Demizu,1964-11-12,1991-06-23,9999-01-01,Senior Engineer
20946,Bilhanan,Thisen,1964-11-20,1992-05-06,9999-01-01,Staff
20954,Dipankar,Kolinko,1964-08-21,1992-04-19,9999-01-01,Senior Staff
20973,Kiyotoshi,Kitai,1964-06-22,1986-01-20,9999-01-01,Senior Engineer
20984,Boutros,Iivonen,1964-08-07,1998-07-17,9999-01-01,Senior Staff
20996,Adin,Chelton,1964-11-04,1987-07-02,9999-01-01,Senior Staff
21028,Hugo,Jansch,1964-12-23,1996-06-11,9999-01-01,Staff
21035,Parviz,Conia,1964-07-15,1991-12-26,9999-01-01,Senior Engineer
21040,Gunilla,Borovoy,1964-08-03,1999-10-20,9999-01-01,Staff
21083,Shahid,Penz,1964-11-01,1995-01-28,9999-01-01,Staff
21085,Sanjay,Itzigehl,1964-10-06,1992-08-25,9999-01-01,Staff
21115,Fei,Luca,1964-07-15,1986-10-04,9999-01-01,Staff
21128,Pranay,Giarratana,1964-09-17,1989-11-01,9999-01-01,Staff
21181,Jianhui,Cangellaris,1965-01-21,1991-10-06,9999-01-01,Engineer
21188,Piyush,Danecki,1965-01-21,2000-01-08,9999-01-01,Engineer
21195,Sadegh,Krider,1964-06-14,2000-01-07,9999-01-01,Staff
21197,Juichirou,Comte,1964-11-28,1993-03-30,9999-01-01,Engineer
21244,Hitomi,Leivant,1964-07-12,1992-02-16,9999-01-01,Staff
21271,Yongmao,Keirsey,1964-09-20,1996-02-22,9999-01-01,Senior Engineer
21281,Rutger,Picci,1964-08-07,1996-03-31,9999-01-01,Engineer
21333,Naftali,Strooper,1964-10-10,1989-04-19,9999-01-01,Senior Engineer
21382,Shuji,Asrin,1964-10-27,2000-04-19,9999-01-01,Senior Engineer
21385,Mikhail,Shiratori,1964-08-10,1986-04-17,9999-01-01,Staff
21428,Shaunak,Swist,1964-10-11,1993-11-02,9999-01-01,Staff
21477,Weiyi,Samarati,1964-12-18,1997-06-09,9999-01-01,Staff
21500,Ramzi,Erez,1964-09-26,1995-09-14,9999-01-01,Engineer
21506,Gudjon,Felder,1964-06-21,1990-09-07,9999-01-01,Staff
21539,Hein,Zlotek,1964-11-03,1994-01-31,9999-01-01,Senior Engineer
21545,Boguslaw,Markovitch,1964-08-03,1996-03-11,9999-01-01,Staff
21546,Yongmin,Lanteri,1965-01-01,2002-03-19,9999-01-01,Senior Staff
21592,Supot,Kading,1964-11-30,1990-06-15,9999-01-01,Staff
21598,Yunming,Vernadat,1964-06-03,1994-12-22,9999-01-01,Staff
21602,Marko,Velardi,1964-10-30,1986-05-21,9999-01-01,Staff
21603,Abdelaziz,Pietracaprina,1964-10-02,1998-02-01,9999-01-01,Engineer
21645,Niteen,Perry,1964-11-11,1996-05-15,9999-01-01,Senior Engineer
21659,Rance,Wegerle,1964-11-12,1993-10-09,9999-01-01,Engineer
21671,Ramya,Emmerich,1964-09-14,1996-11-06,9999-01-01,Staff
21703,Kensei,Kawashima,1964-12-18,2002-01-14,9999-01-01,Staff
21778,Arup,Melton,1964-12-01,1999-10-22,9999-01-01,Staff
21785,Kazunori,Avouris,1964-12-01,1986-10-08,9999-01-01,Technique Leader
21795,Mingsen,Penttonen,1964-07-08,1993-06-18,9999-01-01,Staff
21836,Yuguang,Lund,1964-08-06,1991-08-15,9999-01-01,Senior Engineer
21843,Karsten,Azadmanesh,1965-01-09,1985-11-29,9999-01-01,Senior Engineer
21865,Lillian,Stiles,1964-10-24,1991-07-02,9999-01-01,Staff
21896,Ingmar,Leslie,1964-06-05,1991-12-09,9999-01-01,Senior Staff
21909,Mohammed,Brizzi,1965-01-04,1991-12-28,9999-01-01,Staff
21913,Tetsurou,Naumovich,1964-07-08,1995-05-17,9999-01-01,Staff
22031,Kazuhiko,Kornyak,1964-06-01,1989-10-08,9999-01-01,Staff
22047,Xumin,Luce,1964-08-09,1986-11-14,9999-01-01,Technique Leader
22058,Karsten,Kenevan,1964-10-26,1985-04-15,9999-01-01,Senior Engineer
22067,Hatem,Socorro,1964-06-13,1997-04-11,9999-01-01,Staff
22104,Marsja,Eiter,1964-08-15,1993-01-21,9999-01-01,Senior Engineer
22105,Leah,Aamodt,1964-12-10,1999-02-07,9999-01-01,Senior Engineer
22118,Ramalingam,Ruther,1964-08-17,1988-04-07,9999-01-01,Senior Engineer
22141,Martial,Lenart,1964-09-28,1995-04-27,9999-01-01,Senior Staff
22144,Wanqing,Baar,1964-12-05,1993-03-30,9999-01-01,Senior Engineer
22147,Yahiko,Zockler,1964-10-06,1999-08-02,9999-01-01,Staff
22152,Rosella,Pargaonkar,1964-11-04,1995-04-30,9999-01-01,Senior Engineer
22185,Huai,Birch,1965-01-29,2002-06-12,9999-01-01,Engineer
22191,Udo,Fontan,1964-06-21,1989-09-03,9999-01-01,Staff
22200,Adit,Bahk,1964-10-09,1996-09-27,9999-01-01,Staff
22203,Xiahua,Rehfuss,1964-09-21,2001-09-29,9999-01-01,Staff
22223,Inderjeet,Openshaw,1964-07-29,2002-07-21,9999-01-01,Staff
22232,Brigham,Akazan,1964-06-04,1991-09-04,9999-01-01,Senior Engineer
22256,Licheng,Itzfeldt,1964-07-23,1988-08-20,9999-01-01,Senior Staff
22389,Sverrir,Seuren,1964-07-29,1995-12-14,9999-01-01,Senior Engineer
22397,Alois,Roccetti,1964-10-28,1997-11-20,9999-01-01,Staff
22415,Perla,Jumpertz,1965-01-20,1994-08-24,9999-01-01,Senior Staff
22430,Sangeeta,Eugenio,1964-09-26,1998-06-03,9999-01-01,Assistant Engineer
22451,Jasminko,Bresenham,1965-01-27,1994-01-19,9999-01-01,Staff
22455,Barry,Unno,1965-01-06,1990-11-16,9999-01-01,Staff
22495,Mitsuyuki,Garrabrants,1964-10-25,1985-07-18,9999-01-01,Staff
22501,Surveyors,Barriga,1964-12-21,1992-11-19,9999-01-01,Senior Staff
22515,Howell,Brendel,1964-09-07,1997-04-26,9999-01-01,Engineer
22552,Howell,Showalter,1964-12-09,1993-07-08,9999-01-01,Staff
22573,Suzette,Baby,1964-06-24,1988-08-01,9999-01-01,Senior Engineer
22621,Kazuhiro,Biron,1964-06-24,1992-07-13,9999-01-01,Senior Engineer
22626,Sachin,Uhrig,1964-09-01,1996-03-30,9999-01-01,Staff
22665,Arra,Rabejac,1964-12-10,1988-11-21,9999-01-01,Senior Engineer
22670,Murthy,Sinicrope,1964-12-17,1998-08-07,9999-01-01,Engineer
22671,Panayotis,Aloia,1964-08-28,1992-09-29,9999-01-01,Senior Engineer
22705,Pranjal,Melter,1964-09-18,1996-10-23,9999-01-01,Assistant Engineer
22717,Leif,Anger,1964-06-08,1990-07-08,9999-01-01,Staff
22738,Selwyn,Kirkerud,1964-06-13,1988-12-30,9999-01-01,Staff
22746,Kwee,Sullins,1964-09-20,1992-11-25,9999-01-01,Staff
22782,Toshimitsu,Luca,1964-08-14,1989-07-09,9999-01-01,Senior Engineer
22803,Pranas,Azevdeo,1964-09-21,1997-08-20,9999-01-01,Engineer
22874,Aimee,Thummel,1964-06-13,1990-05-28,9999-01-01,Senior Engineer
22912,Ger,Pepe,1964-07-26,1986-08-05,9999-01-01,Senior Engineer
22926,Manibrata,Genther,1965-01-01,1988-01-15,9999-01-01,Senior Engineer
22964,Tetsushi,Cappello,1964-07-27,1987-10-13,9999-01-01,Senior Engineer
23058,Lene,Ishibashi,1964-10-12,1989-02-21,9999-01-01,Senior Engineer
23071,Bodo,Azumi,1964-08-07,1990-10-13,9999-01-01,Staff
23103,Golgen,Panienski,1964-06-16,1995-04-26,9999-01-01,Senior Engineer
23111,Breannda,Prampolini,1964-06-08,1987-04-25,9999-01-01,Senior Engineer
23115,Dmitry,Tempesti,1964-08-18,1999-04-06,9999-01-01,Engineer
23139,Fen,Fritzsche,1964-07-15,1993-10-10,9999-01-01,Engineer
23152,Ingemar,Garnick,1964-06-22,1987-02-10,9999-01-01,Staff
23190,Bikash,Chleq,1964-12-19,1987-08-21,9999-01-01,Staff
23218,Jianhua,Spieker,1964-10-27,1988-08-20,9999-01-01,Senior Engineer
23233,Jixiang,Lenart,1964-10-31,1993-11-22,9999-01-01,Senior Engineer
23241,Leen,Kroll,1964-08-26,1987-05-23,9999-01-01,Senior Engineer
23247,Janche,Rabejac,1964-12-14,1999-04-02,9999-01-01,Staff
23255,Mototsugu,Zolotykh,1964-10-07,1986-10-30,9999-01-01,Senior Engineer
23285,Mats,Bach,1964-09-21,1999-01-05,9999-01-01,Staff
23286,Temple,Marsiglia,1964-08-08,1986-02-14,9999-01-01,Staff
23381,Pragnesh,Bernardeschi,1964-08-20,1995-10-13,9999-01-01,Staff
23396,Hilari,Fairtlough,1965-01-02,1986-12-15,9999-01-01,Technique Leader
23438,Eran,Besancenot,1964-12-29,1997-08-23,9999-01-01,Staff
23440,Sadun,Hanratty,1964-09-28,2000-06-09,9999-01-01,Technique Leader
23534,Lidong,Cangellaris,1964-12-05,1996-07-26,9999-01-01,Engineer
23585,Tamiya,Back,1964-10-08,1988-10-29,9999-01-01,Senior Engineer
23596,Mabry,Docker,1964-11-20,1990-11-10,9999-01-01,Senior Engineer
23603,Sandeepan,Kohling,1964-10-04,1994-03-22,9999-01-01,Staff
23612,Otmar,Portugali,1964-08-26,1985-07-08,9999-01-01,Senior Engineer
23617,Ramachenga,Itzfeldt,1964-09-30,1994-02-24,9999-01-01,Senior Staff
23638,Flemming,Dymetman,1964-12-11,1994-01-18,9999-01-01,Staff
23641,Rosalyn,Poulakidas,1964-06-04,1993-05-24,9999-01-01,Senior Engineer
23651,Uta,Nishimukai,1964-10-25,1991-03-26,9999-01-01,Senior Engineer
23732,Jianwen,Burnard,1964-09-20,1996-07-09,9999-01-01,Staff
23793,Teiji,Biros,1964-11-06,1999-04-09,9999-01-01,Engineer
23852,Irena,Stafford,1964-09-14,1987-07-22,9999-01-01,Staff
23858,Aloke,Chachaty,1964-07-21,1991-10-01,9999-01-01,Staff
23863,Eben,Keustermans,1964-10-28,2000-01-18,9999-01-01,Engineer
23908,Arlette,Tyugu,1964-06-14,1999-04-27,9999-01-01,Engineer
23954,Dante,Poupard,1964-08-05,1998-12-25,9999-01-01,Senior Engineer
23973,Sanjai,Malabarba,1964-06-23,1999-03-12,9999-01-01,Senior Engineer
24024,Tze,Ecklund,1964-07-21,1993-03-14,9999-01-01,Technique Leader
24028,Amstein,Huxford,1964-06-03,1996-12-04,9999-01-01,Senior Engineer
24042,Szabolcs,Pfau,1964-07-06,1998-01-22,9999-01-01,Technique Leader
24080,Jaana,Perez,1965-01-26,1996-03-11,9999-01-01,Technique Leader
24104,Chaosheng,Sankaranarayanan,1964-11-16,2001-07-16,9999-01-01,Technique Leader
24113,Raimond,Peral,1964-06-03,1989-04-13,9999-01-01,Staff
24146,Danai,Ferretti,1964-09-22,1997-06-02,9999-01-01,Technique Leader
24150,Ramachenga,Birta,1964-11-13,1998-01-27,9999-01-01,Senior Staff
24158,Pintsang,Bojadziev,1964-08-21,1988-08-18,9999-01-01,Senior Staff
24181,Yongdong,Lung,1964-10-27,1996-08-05,9999-01-01,Engineer
24191,Van,Erdi,1964-11-20,1988-02-17,9999-01-01,Senior Engineer
24205,Roddy,Rubsam,1965-01-25,1993-09-19,9999-01-01,Senior Engineer
24285,Ronghao,Cronan,1964-10-22,1999-08-28,9999-01-01,Staff
24291,Owen,Kobuchi,1964-11-17,1985-05-20,9999-01-01,Staff
24322,Yishay,McFarlan,1964-07-10,1991-05-24,9999-01-01,Technique Leader
24337,Berry,Cronan,1964-10-01,1994-01-19,9999-01-01,Engineer
24349,Badri,Shinomoto,1964-09-29,1991-03-01,9999-01-01,Senior Engineer
24354,Shiv,Cmelik,1964-06-23,1996-06-10,9999-01-01,Staff
24359,Aron,Beerel,1964-10-03,1997-07-24,9999-01-01,Senior Engineer
24377,Lubomir,Wroclawski,1965-01-25,1993-07-25,9999-01-01,Senior Engineer
24382,Patricio,Billingsley,1964-08-10,1987-05-14,9999-01-01,Staff
24394,Zhonghui,Conta,1965-01-04,1994-09-10,9999-01-01,Staff
24395,Odinaldo,Krohm,1964-11-20,1988-04-14,9999-01-01,Staff
24410,Morrie,Wossner,1964-06-30,1988-12-29,9999-01-01,Staff
24417,Yefim,Stentiford,1964-07-22,1996-02-08,9999-01-01,Staff
24425,Bernice,Vingron,1964-06-25,1993-12-22,9999-01-01,Senior Engineer
24439,Byong,Leijenhorst,1964-09-17,1997-03-30,9999-01-01,Technique Leader
24453,Weiwu,Turnbull,1964-08-04,1997-04-08,9999-01-01,Engineer
24474,Maren,Vandervoorde,1964-12-11,1995-12-06,9999-01-01,Engineer
24553,Anwar,Passafiume,1965-01-12,1987-01-30,9999-01-01,Staff
24571,Cordelia,Gischer,1965-01-20,1989-03-14,9999-01-01,Senior Engineer
24585,Jaques,Rullman,1964-07-31,1995-07-28,9999-01-01,Staff
24610,Pranay,Brandsma,1964-12-03,1997-11-25,9999-01-01,Engineer
24622,Moheb,Matzov,1964-11-07,1997-06-03,9999-01-01,Senior Engineer
24628,Xiadong,Marchegay,1964-08-10,1990-07-25,9999-01-01,Senior Engineer
24635,Kyoichi,Cochrane,1964-08-12,1994-03-19,9999-01-01,Senior Staff
24664,Maha,Marchesini,1964-10-21,1995-08-07,9999-01-01,Staff
24675,Arumugam,Vieri,1964-10-06,1986-02-18,9999-01-01,Staff
24702,Yishay,Einsfeld,1964-12-22,1995-06-09,9999-01-01,Senior Staff
24704,Toshimitsu,Kriebel,1964-08-19,1993-01-12,9999-01-01,Senior Engineer
24747,Sadun,Pagter,1964-07-27,1992-08-21,9999-01-01,Senior Engineer
24750,Gadiel,Sichman,1964-12-19,1989-03-01,9999-01-01,Senior Engineer
24809,Kersti,Luan,1964-10-22,1993-04-05,9999-01-01,Senior Engineer
24835,Rildo,Boyle,1964-11-24,1997-05-14,9999-01-01,Technique Leader
24843,Khosrow,Chenoweth,1964-11-28,1988-08-19,9999-01-01,Senior Engineer
24845,Masadi,Beznosov,1964-12-19,1993-09-16,9999-01-01,Senior Engineer
24892,Sham,Fasbender,1964-10-26,1993-02-11,9999-01-01,Staff
24922,Rosalie,Penttonen,1964-10-10,1996-09-07,9999-01-01,Engineer
24929,Akemi,Caine,1964-10-04,1989-05-02,9999-01-01,Senior Engineer
24952,Hidefumi,Pouyioutas,1964-10-26,1998-05-11,9999-01-01,Engineer
24958,Xudong,Vendrig,1964-10-18,1995-07-03,9999-01-01,Engineer
24970,Dmitri,Asmuth,1964-07-24,1991-07-23,9999-01-01,Senior Engineer
24971,Heekeun,Huhdanpaa,1964-10-13,1995-02-24,9999-01-01,Staff
24995,Bodo,Penttonen,1964-10-23,1990-11-26,9999-01-01,Senior Staff
25015,Jovan,Bach,1964-08-08,1995-05-19,9999-01-01,Senior Staff
25047,Vatsa,Eldridge,1964-10-03,2000-07-15,9999-01-01,Staff
25062,Baocai,Peyn,1964-07-17,1998-05-22,9999-01-01,Senior Engineer
25066,Ortrun,Fujisawa,1964-08-01,2001-02-13,9999-01-01,Senior Staff
25068,Vugranam,Yurek,1964-06-10,1992-01-21,9999-01-01,Senior Engineer
25091,Josyula,Cronan,1964-07-11,1986-10-18,9999-01-01,Senior Engineer
25098,Adel,Shiratori,1964-06-08,1999-06-26,9999-01-01,Staff
25201,Barton,Kandlur,1964-12-04,1998-01-06,9999-01-01,Staff
25258,Jiang,Delaune,1964-10-15,1986-11-10,9999-01-01,Staff
25260,Gao,Dolinsky,1964-12-06,1986-08-10,9999-01-01,Staff
25338,Kotesh,Broomell,1964-09-03,1999-03-25,9999-01-01,Engineer
25384,Boalin,Binkley,1964-08-18,1991-01-22,9999-01-01,Senior Engineer
25385,Joydip,Tsukuda,1964-07-30,1994-10-03,9999-01-01,Senior Engineer
25408,Nikolaus,Swiler,1964-11-04,1993-06-12,9999-01-01,Staff
25421,Yuping,Luon,1964-09-14,1985-09-28,9999-01-01,Staff
25442,Bezalel,Adachi,1964-12-30,1997-06-03,9999-01-01,Engineer
25466,Chiranjit,Herber,1964-12-27,2001-04-23,9999-01-01,Staff
25476,Marsal,Leonhardt,1964-07-25,1999-03-17,9999-01-01,Staff
25488,Ingmar,Basawa,1965-01-19,1991-11-09,9999-01-01,Staff
25490,Junsik,Raczkowsky,1964-09-17,1986-11-30,9999-01-01,Staff
25530,Yinlin,Chimia,1964-08-17,1987-12-26,9999-01-01,Technique Leader
25532,Peternela,Shrader,1964-07-11,1996-05-21,9999-01-01,Senior Staff
25579,Erzsebet,Cheshire,1964-06-15,1995-10-06,9999-01-01,Engineer
25650,Sanjit,Vrecion,1964-06-11,1992-07-28,9999-01-01,Staff
25658,Torsten,Kuszyk,1964-10-16,1989-10-13,9999-01-01,Staff
25661,Saddek,Beausoleil,1964-09-14,2002-03-20,9999-01-01,Staff
25695,Radhika,Erdi,1964-08-25,1989-08-09,9999-01-01,Staff
25767,Elvis,Willoner,1964-10-13,1991-09-08,9999-01-01,Staff
25803,Berto,Bahl,1964-06-01,1986-02-02,9999-01-01,Technique Leader
25846,Waiman,Eppinger,1964-09-18,1994-09-08,9999-01-01,Staff
25879,Branimir,Takanami,1964-09-14,1993-07-16,9999-01-01,Senior Engineer
25931,Eldridge,Stamatiou,1964-09-26,1991-11-09,9999-01-01,Staff
25932,Guttorm,Riesenhuber,1964-08-15,1989-09-18,9999-01-01,Senior Engineer
25941,Hideo,Busillo,1964-12-13,1985-09-03,9999-01-01,Senior Engineer
25956,Abdelkader,Lanteri,1964-10-20,1989-10-02,9999-01-01,Staff
25964,Hideo,Karlin,1964-12-21,1998-04-02,9999-01-01,Staff
25973,Mitchel,Cummings,1964-09-11,1996-10-28,9999-01-01,Engineer
25991,Siddarth,Velardi,1964-07-29,1985-03-06,9999-01-01,Senior Engineer
25997,Steen,Boreale,1964-06-14,1988-05-09,9999-01-01,Staff
26009,Morris,Peternell,1964-12-30,1994-10-01,9999-01-01,Senior Engineer
26030,Sanjoy,Erva,1964-12-03,1998-03-07,9999-01-01,Engineer
26050,Jovan,Caine,1964-09-17,1995-09-11,9999-01-01,Senior Staff
26103,Vishv,Simkin,1964-12-14,1991-06-13,9999-01-01,Senior Engineer
26105,Dung,Sgarro,1964-11-27,1994-12-14,9999-01-01,Senior Engineer
26124,Ramzi,Gips,1964-07-03,1989-09-20,9999-01-01,Senior Engineer
26173,Takahiro,Orsini,1964-11-17,1990-03-15,9999-01-01,Senior Engineer
26176,Waiman,Garnier,1964-12-03,1985-08-29,9999-01-01,Staff
26209,Luerbio,Gadepally,1964-08-21,2000-09-13,9999-01-01,Senior Engineer
26212,Tze,Beetstra,1964-08-24,1989-12-03,9999-01-01,Senior Engineer
26273,Mary,Angiulli,1964-10-09,1994-05-30,9999-01-01,Senior Engineer
26287,Koldo,Varman,1964-09-25,1990-06-22,9999-01-01,Senior Engineer
26318,Shin,Rotem,1964-11-26,1985-11-06,9999-01-01,Staff
26330,Ziya,Rosin,1964-07-11,1991-04-01,9999-01-01,Senior Engineer
26332,Mohua,Taubman,1964-11-24,1992-09-15,9999-01-01,Engineer
26377,Koichi,Chenney,1964-10-13,1986-04-30,9999-01-01,Staff
26405,Adas,Koshiba,1964-06-14,1997-09-21,9999-01-01,Staff
26439,Zengping,Lung,1964-07-22,1998-11-15,9999-01-01,Staff
26456,Pradeep,Swick,1964-06-29,1985-07-03,9999-01-01,Senior Engineer
26466,Giri,Koblick,1964-07-03,1999-07-26,9999-01-01,Staff
26531,Sarita,Matzat,1964-06-02,1993-06-04,9999-01-01,Staff
26572,Xiaoshan,Haraldson,1964-10-29,1991-11-21,9999-01-01,Staff
26578,Sumali,Matzke,1964-08-23,1997-06-05,9999-01-01,Engineer
26595,Shuky,Prenel,1964-12-19,1992-05-22,9999-01-01,Senior Engineer
26629,Nevin,Rodham,1965-01-28,1998-12-14,9999-01-01,Senior Staff
26647,Lansing,Velardi,1964-11-04,1997-08-22,9999-01-01,Staff
26671,Jiakeng,Kalorkoti,1965-01-21,1994-12-25,9999-01-01,Senior Engineer
26678,Tran,Lunt,1964-08-26,1985-11-19,9999-01-01,Staff
26699,Val,Doering,1964-06-06,1990-10-01,9999-01-01,Senior Engineer
26700,Poornachandra,Rindone,1964-08-09,1995-12-05,9999-01-01,Senior Engineer
26704,Nakhoon,Flexer,1964-06-01,1993-05-12,9999-01-01,Staff
26724,Shuichi,Weedman,1964-10-16,1988-08-21,9999-01-01,Senior Engineer
26768,Phillip,Zwicker,1964-11-16,1988-02-11,9999-01-01,Senior Engineer
26788,Zongyan,Dalphin,1965-01-25,1988-04-23,9999-01-01,Senior Engineer
26810,Ugo,Hagimont,1964-09-24,1992-10-07,9999-01-01,Senior Engineer
26814,Jaroslava,Selvestrel,1964-10-26,1988-12-11,9999-01-01,Senior Engineer
26839,Maria,Gulik,1964-08-24,1999-07-22,9999-01-01,Engineer
26841,Moni,Birge,1964-08-09,1985-02-21,9999-01-01,Senior Engineer
